class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1435	932	1452	946	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
6.9.1	1424	951	1434	961	false	true	М3 Калуга Внуково МКАД-Юг
7.5	1515	950	1528	966	false	true	5 м
2.1	1482	942	1498	957	false	true	
8	1638	871	1675	887	false	true	12 т без пропуска
3.1	1637	831	1673	868	false	true	
8	1638	893	1676	910	false	true	6.00 - 22.00
3.1	753	858	787	893	false	true	
8	755	897	788	913	false	true	12 т без пропуска
8	754	918	788	934	false	true	6.00 - 22.00
8.1.1	753	938	781	955	false	true	250 м
8.1.1	1638	915	1675	932	false	true	250 м
6.9.1	1355	937	1377	949	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
NA	1576	933	1595	961	false	true	50 м
6.9.2	1371	849	1424	888	false	true	М9 Псков М3 Калуга МКАД
5.6	133	963	156	986	false	true	
3.24	132	986	157	1009	false	true	10
