class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1380	968	1390	976	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	1392	942	1416	960	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
7.5	1500	958	1513	977	false	true	5 м
6.9.1	1328	950	1333	963	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
6.9.2	1331	848	1390	894	false	true	М9 Псков М3 Калуга МКАД
2.1	1460	949	1477	966	false	true	
NA	1587	933	1607	965	false	true	50 м
8.1.1	1718	901	1771	924	false	true	250 м
8	1720	871	1773	895	false	true	6.00 - 22.00
8	1719	841	1771	866	false	true	12 т без пропуска
8	532	880	578	904	false	true	12 т без пропуска
8.1.1	532	936	579	958	false	true	250 м
3.1	1718	787	1767	836	false	true	
3.1	530	828	575	877	false	true	
8	532	909	578	931	false	true	6.00 - 22.00
