class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.3	1375	992	1382	998	false	false	
6.9.2	1462	898	1525	944	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	977	613	1235	739	false	false	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
4.1.2	1549	977	1560	989	false	false	
2.4	1550	959	1559	972	false	false	
8.22.3	1376	1000	1381	1014	false	true	
8.2.5	1444	986	1450	990	false	false	600 м
3.24	1444	992	1450	998	false	true	50
8.2.1	1445	1000	1449	1003	false	false	400 м
8.2.1	1401	998	1405	1000	false	false	400 м
3.24	1400	991	1406	996	false	false	50
6.9.1	1360	973	1375	979	false	true	NA
5.23.1	1435	987	1443	991	false	true	Москва
5.24.1	1433	992	1443	995	false	true	Ново-Ивановское
