class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.5	1446	994	1454	999	false	true	600 м
8.2.1	1446	1010	1453	1014	false	true	400 м
3.24	1446	1002	1454	1008	false	true	50
3.24	1391	1000	1397	1007	false	true	50
8.22.3	1365	1010	1370	1019	false	true	
4.2.3	1365	1002	1371	1009	false	true	
4.1.2	1612	980	1621	997	false	true	
2.4	1610	958	1622	974	false	true	
8.2.1	1391	1008	1397	1011	false	true	400 м
6.9.2	1481	885	1559	943	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	704	288	1191	528	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
6.9.1	1340	982	1352	988	false	true	NA
5.23.1	1440	997	1450	1000	false	true	Москва
5.24.1	1435	1002	1457	1005	false	true	Ново-Ивановское
3.1	655	997	661	1004	false	true	
