class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1429	952	1444	974	false	false	
3.24	1612	845	1653	886	false	false	100
1.34.2	1904	958	1957	969	false	false	
6.9.2	1063	939	1133	968	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.1	1195	940	1247	969	false	false	Сколковское ш. Сколково 100 м
6.9.2	1148	939	1178	964	false	true	Заречье МКАД
4.1.1	1289	985	1301	998	false	false	
2.1	1288	967	1302	982	false	false	
4.2.2	1906	942	1921	956	false	false	
6.7	1428	976	1444	993	false	false	
1.12.1	1929	923	1951	943	false	false	
