class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1195	1029	1201	1040	false	false	
8	1307	1026	1319	1032	false	false	Пропан
4.1.2	1889	923	1916	952	false	false	
2.4	1890	888	1923	922	false	false	
7.3	1307	1006	1319	1025	false	false	
3.24	1698	920	1723	943	false	false	40
6.9.2	1692	763	1828	828	false	false	Можайское ш. МКАД - Север МКАД - Юг
4.2.3	1016	952	1036	976	false	false	
8.22.3	1019	982	1034	1044	false	false	
2.1	1192	1014	1205	1028	false	false	
7.3	66	1035	73	1069	false	false	
4.1.1	1076	1010	1083	1019	false	true	
4.1.1	1561	1008	1567	1014	false	true	
2.4	1559	997	1566	1004	false	false	
