class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	1348	1007	1357	1016	false	true	
2.1	1503	988	1520	1005	false	true	
5.15.4	1597	972	1613	989	false	true	
5.19.1	2400	954	2416	1006	false	true	
2.4	2399	882	2425	936	false	true	
5.7.1	2396	854	2429	882	false	true	
5.5	1499	1003	1507	1009	false	true	
3.27	1499	1011	1505	1017	false	true	
4.2.3	1435	994	1441	1001	false	true	
8.22.3	1436	1002	1439	1013	false	true	
6.9.2	1228	949	1292	979	false	true	Москва, Инновационный центр "Сколково" Skolkovo innovation center
