class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.5	1710	903	1745	940	false	false	
8.22.3	1296	987	1302	1008	false	false	
4.2.3	1295	977	1303	985	false	false	
5.3	1438	898	1459	935	false	false	
6.9.1	1247	758	1414	848	false	false	Сколковское ш. Сколково 100 м
3.24	1437	937	1461	961	false	false	100
6.9.2	1105	754	1197	844	false	false	Заречье МКАД
6.9.2	836	754	1060	846	false	false	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.10.2	1331	963	1353	974	false	true	53
6.10.1	1253	901	1300	922	false	false	Сколково
5.4	1382	986	1391	1000	false	false	
