class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1636	959	1649	980	false	false	
8	1730	945	1764	964	false	false	6:00 - 22:00
8	1730	923	1764	943	false	false	12 т
5.19.2	2081	906	2107	948	false	false	
2.1	2158	824	2244	910	false	false	
6.9.2	1351	961	1378	983	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	1189	911	1252	941	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
3.1	446	969	457	980	false	false	
3.1	247	944	262	961	false	false	
3.1	1731	883	1762	920	false	false	
6.9.1	1446	847	1551	909	false	false	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
5.20	350	968	361	980	false	false	
3.1	361	981	369	991	false	false	
