class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.2	1079	1050	1086	1064	false	false	70 м
3.27	1076	1037	1088	1049	false	false	
3.10	1076	1023	1089	1036	false	false	
6.10.1	1295	1009	1371	1045	false	true	NA
6.16	1385	1024	1408	1032	false	false	
6.10.1	1431	1027	1488	1040	false	false	Храм новомучеников и исповедников российских
6.10.1	1433	1012	1488	1025	false	false	Заречье
8.2.6	1402	988	1421	996	false	false	50 м
3.27	1279	1017	1290	1029	false	false	
3.4	1403	967	1420	985	false	false	8т
5.16	2107	792	2155	873	false	true	
5.15.1	2395	769	2448	875	false	true	
6.9.1	1462	871	1549	916	false	false	Заречье МКАД 0.3
8.2.2	1281	1030	1288	1043	false	false	70 м
3.4	1142	1027	1149	1034	false	false	8т
3.24	1158	1026	1165	1033	false	false	40
5.7.2	471	1012	491	1019	false	false	
2.4	474	1021	485	1035	false	false	
3.1	1755	1009	1768	1023	false	false	
8.1.1	1235	1064	1245	1070	false	false	20 м
