5.19.2	285	1006	299	1031	false	true	
3.1	238	1008	252	1025	false	true	
5.19.2	2349	903	2374	923	false	true	
5.19.2	2173	914	2189	936	false	true	
2.4	2346	875	2375	896	false	true	
5.19.1	623	964	635	984	false	true	
5.15.1	1703	917	1751	951	false	true	
2.4	1685	884	1693	906	false	true	
6.10.1	1791	895	1947	969	false	true	Марфино
5.16	1425	928	1438	947	false	true	
6.16	1471	951	1497	960	false	true	
5.19.1	1476	933	1493	950	false	true	
5.19.2	1127	935	1141	949	false	true	
2.1	1679	825	1727	871	false	true	
5.16	543	803	586	863	false	true	
4.1.5	309	999	329	1020	false	true	
2.1	301	960	336	996	false	true	
5.19.1	236	987	253	1006	false	true	
