5.19.1	721	957	729	962	false	true	
4.1.5	774	965	783	974	false	true	
2.1	774	951	785	963	false	true	
5.15.1	1292	966	1305	976	false	true	
2.1	1288	937	1303	952	false	true	
5.6	1447	937	1484	973	false	true	
4.1.1	1449	893	1485	928	false	true	
2.4	1446	848	1492	888	false	true	
2.1	1057	900	1104	946	false	true	
1.8	1342	943	1361	964	false	true	
2.4	1326	942	1331	951	false	true	
4.1.1	1064	955	1095	987	false	true	
5.19.2	1091	947	1098	952	false	true	
5.16	996	931	1006	944	false	true	
2.2	1796	783	1922	908	false	true	
5.19.1	1255	954	1262	961	false	true	
5.16	1233	948	1241	956	false	true	
6.10.1	1316	960	1361	983	false	true	Марфино
