class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.22.3	1308	988	1313	1011	false	true	
5.15.5	1863	876	1909	924	false	true	
6.9.2	777	719	1040	824	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.2	1090	718	1199	823	false	true	Заречье МКАД
6.10.1	1261	896	1311	918	false	true	Сколково
4.2.3	1305	977	1316	986	false	true	
6.10.2	1345	961	1383	974	false	true	53
3.24	1480	927	1509	956	false	true	100
5.3	1482	884	1508	924	false	true	
6.9.1	1256	722	1450	827	false	true	Сколковское ш. Сколково 100 м
5.4	1399	986	1409	1001	false	true	
