1.34.2	1679	980	1712	986	false	true	
4.2.2	1680	970	1688	978	false	true	
5.4	1953	911	1996	975	false	true	
2.1	1296	988	1304	996	false	true	
4.1.1	1295	998	1303	1006	false	true	
6.9.1	1224	961	1268	984	false	true	Сколковское ш. Сколково 100 м
3.24	1399	943	1416	959	false	true	100
8.22.3	1539	931	1561	1012	false	true	
4.2.3	1529	881	1570	923	false	true	
6.9.2	1127	959	1168	985	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
6.9.2	1183	961	1209	984	false	true	Заречье МКАД
4.2.3	1543	1031	1569	1037	false	true	
