class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.4	1921	885	1968	931	false	false	
5.5	1430	976	1440	987	false	false	
2.1	1503	950	1530	978	false	false	
3.27	1429	989	1440	999	false	false	
3.27	1215	985	1227	998	false	false	
4.2.2	1496	1012	1506	1022	false	true	
1.25	1519	1012	1528	1019	true	true	
6.7	1404	985	1410	991	false	false	
2.2	1374	991	1379	996	false	false	
5.16	1079	977	1084	997	false	true	
6.9.2	1016	884	1129	938	false	false	Москва, Инновационный центр "Сколково" Skolkovo innovation center
