class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.1	627	956	635	964	false	true	
4.2.3	1022	1010	1068	1065	false	true	
6.9.1	1263	888	1326	911	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
5.15.3	1692	868	1730	907	false	true	
6.6	2256	806	2300	865	false	true	
6.9.1	1096	914	1142	936	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
8	1035	887	1081	911	false	true	6.00 - 22.00
8	1038	859	1066	883	false	true	12 т без пропуска
3.1	1035	809	1083	856	false	true	
2.1	1360	943	1380	963	false	true	
3.1	1340	936	1351	949	false	true	
8	1340	950	1353	957	false	true	12 т
8	1341	958	1358	966	false	true	6:00 - 22:00
