3.1	175	952	186	964	false	true	
5.20	132	935	148	952	false	true	
8	2121	864	2191	905	false	true	6:00 - 22:00
8	2120	827	2190	866	false	true	12 т
3.1	2121	759	2186	825	false	true	
5.16	1765	916	1781	946	false	true	
6.9.1	1483	784	1612	860	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
3.1	280	939	292	950	false	true	
6.9.2	1351	931	1383	955	false	true	М3 Калуга Внуково МКАД-Юг
6.9.1	1171	873	1243	907	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
