class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.5	1425	963	1434	971	false	true	600 м
8.22.3	1276	990	1284	1011	false	true	
4.2.3	1275	978	1286	988	false	true	
6.9.1	1233	954	1251	965	false	true	NA
4.1.1	608	962	622	977	false	true	
6.9.2	1647	646	1865	809	false	true	М3 Калуга Внуково МКАД-Юг
3.24	1425	974	1441	989	false	true	50
8.2.1	1313	986	1323	992	false	true	400 м
3.24	1315	976	1323	985	false	true	50
8.2.1	1424	991	1440	999	false	true	400 м
5.23.1	1434	965	1456	974	false	true	Москва
5.24.1	1436	976	1467	981	false	true	Ново-Ивановское
4.1.1	1246	977	1250	982	false	true	
