class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1278	938	1317	954	false	true	Сколково
5.3	1384	952	1396	971	false	true	
4.1.1	1931	831	2022	918	false	true	
5.15.5	1495	961	1510	981	false	true	
2.1	1912	700	2037	823	false	true	
4.1.1	1912	952	1938	981	false	true	
2.4	1905	913	1940	948	false	true	
6.9.1	1271	865	1371	920	false	true	Сколковское ш. Сколково 100 м
6.9.2	1181	862	1238	916	false	true	Заречье МКАД
6.9.2	1018	863	1156	920	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
3.24	1383	973	1397	987	false	true	100
4.2.3	1315	994	1321	1002	false	true	
8.22.3	1315	1006	1320	1023	false	true	
6.10.2	1336	985	1347	992	false	true	53
