4.2.3	1122	1001	1144	1029	false	true	
6.9.2	1223	949	1228	964	false	true	М3 Калуга Внуково МКАД-Юг
8	1114	914	1129	927	false	true	12 т без пропуска
6.9.1	1105	919	1146	939	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
3.1	1112	883	1140	912	false	true	
8	1113	929	1138	944	false	true	6.00 - 22.00
5.15.3	1495	919	1517	941	false	true	
6.6	1720	901	1742	928	false	true	
3.1	709	960	716	968	false	true	
6.9.1	1255	898	1311	913	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
