class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1253	978	1263	986	false	true	Сколково
6.9.2	1047	911	1143	950	false	true	Внуково М3 Калуга Ленинский пр-т МКАД МКАД
5.3	1303	973	1313	987	false	true	
4.1.1	1397	961	1420	983	false	true	
2.1	1392	926	1425	957	false	true	
6.7	2270	867	2350	945	false	true	
5.16	2279	759	2343	860	false	true	
6.9.1	1225	910	1296	949	false	true	Сколковское ш. Сколково 100 м
6.9.2	1164	909	1201	948	false	true	Заречье МКАД
5.15.5	1367	983	1379	996	false	true	
5.6	1677	950	1689	966	false	true	
2.4	1503	970	1515	980	false	true	
4.1.1	1505	985	1516	997	false	true	
