4.2.3	1264	938	1271	945	false	true	
4.1.2	1301	937	1308	945	false	true	
5.19.2	1276	949	1281	957	false	true	
5.6	1300	948	1308	957	false	true	
2.4	1300	926	1309	934	false	true	
8.22.3	1265	947	1271	964	false	true	
3.27	1073	927	1111	966	false	true	
2.2	1384	958	1398	972	false	true	
5.15.5	1503	959	1518	975	false	true	
6.7	1471	948	1484	963	false	true	
3.27	1733	936	1771	972	false	true	
5.5	1735	897	1772	934	false	true	
3.1	1193	924	1198	930	false	true	
5.16	150	843	215	957	false	true	
6.7	1054	959	1058	974	false	true	
4.2.3	1260	969	1264	973	false	true	
6.9.2	1406	893	1428	908	false	true	М9 Псков М3 Калуга МКАД
