class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1401	987	1412	999	false	false	
2.4	1417	969	1433	985	false	true	
3.24	1448	974	1469	994	false	true	20
5.20	1389	996	1402	1008	false	false	
8.22.1	1316	998	1320	1012	false	false	
3.24	1721	867	1794	940	false	false	40
1.17	1717	790	1806	870	false	false	
8.17	617	996	697	1036	false	false	
6.4	615	907	698	990	false	false	
4.2.1	1316	989	1321	994	false	false	
5.20	1375	991	1384	999	false	false	
8.2.1	1445	960	1468	972	false	true	100 м
1.17	1443	941	1459	958	false	true	
