class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.1.1	1752	999	1770	1007	false	true	250 м
8	1751	976	1770	984	false	true	12 т без пропуска
3.1	1751	956	1768	974	false	true	
8	1751	988	1770	996	false	true	6.00 - 22.00
8.22.3	1891	935	1921	1047	false	false	
4.2.3	1875	1074	1921	1119	false	true	
5.19.2	1924	959	1937	1001	false	true	
4.2.3	1876	870	1937	930	false	false	
3.1	1305	967	1321	984	false	false	
8	1306	986	1321	994	false	false	12 т без пропуска
8	1305	997	1322	1004	false	false	6.00 - 22.00
8.1.1	1304	1007	1320	1015	false	false	250 м
NA	1777	1001	1788	1016	false	false	50 м
6.9.2	1681	928	1722	957	false	false	М9 Псков М3 Калуга МКАД
6.9.1	1704	986	1728	999	false	false	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
6.9.1	1776	983	1803	999	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
5.6	944	1015	957	1027	false	false	
3.24	944	1028	957	1038	false	false	10
