class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.5.4	1357	965	1375	974	false	false	6.00 - 22.00 без пропуска
3.1	590	962	599	971	false	false	
8.5.4	963	850	1027	889	false	false	6.00 - 22.00 без пропуска
8.4.1	969	811	1003	847	false	true	12 т без пропуска
6.9.1	1097	921	1145	944	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
4.2.3	887	1028	973	1121	false	true	
6.9.1	1272	891	1339	929	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
5.15.3	1908	820	1962	878	false	false	
8.4.1	1359	956	1371	964	false	false	12 т без пропуска
3.1	963	741	1032	809	false	false	
2.1	1385	947	1406	969	false	false	
3.1	1359	940	1370	955	false	false	
3.1	602	971	609	978	false	false	
