class	xtl	ytl	xbr	ybr	temporary	occluded	data
8	1209	950	1217	957	false	true	12 т без пропуска
8	1210	960	1224	967	false	false	6.00 - 22.00
3.1	1208	932	1225	947	false	false	
6.9.1	1171	931	1206	948	false	false	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
6.9.1	1301	915	1347	931	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
5.15.3	1436	953	1448	967	false	false	
6.6	1542	948	1556	963	false	false	
6.9.1	1266	954	1284	969	false	true	М3 Калуга Внуково МКАД-Юг
3.1	857	968	863	975	false	false	
4.2.3	1223	1002	1230	1017	false	true	
