class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1214	933	1225	944	false	false	
3.1	1093	904	1104	914	false	false	
5.6	1246	888	1273	916	false	false	
4.1.2	1247	858	1274	885	false	false	
2.4	1246	825	1279	855	false	false	
3.1	1336	909	1345	919	false	false	
2.2	1545	897	1595	951	false	false	
8.22.3	1194	930	1199	960	false	true	
4.2.3	1189	909	1200	925	false	true	
4.2.3	1177	966	1188	973	false	true	
2.1	662	807	705	851	false	false	
4.1.1	666	853	698	884	false	false	
8.4.1	1335	920	1346	924	false	false	12 т без пропуска
8.5.4	1336	926	1345	931	false	false	6.00 - 22.00
8.1.1	1335	932	1345	937	false	false	250 м
8.4.1	1094	915	1103	919	false	false	12 т без пропуска
8.5.4	1094	920	1103	925	false	false	6.00 - 22.00
8.1.1	1094	926	1101	930	false	false	250 м
5.6	887	919	893	926	false	false	
3.24	887	929	893	934	false	true	10
