class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1073	969	1081	981	false	true	
4.1.1	1165	997	1181	1014	false	true	
2.1	1161	969	1185	992	false	true	
5.15.1	1303	995	1313	1004	false	true	
2.1	1300	974	1311	985	false	true	
1.8	1328	984	1340	996	false	true	
5.6	1358	989	1375	1006	false	true	
2.2	1406	956	1443	993	false	true	
4.1.1	1358	967	1376	985	false	true	
5.5	1473	962	1501	991	false	true	
2.4	1849	932	1881	974	false	true	
2.4	1356	944	1379	964	false	true	
2.1	887	983	895	992	false	true	
6.10.1	1323	990	1353	1008	false	true	Марфино
2.4	1331	975	1336	982	false	true	
