class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.23.1	1644	994	1690	1007	false	true	Заречье
6.9.2	1624	968	1725	1028	false	true	Сколково Немчинов Заречье Московская Школа Управления Moscow School of Management
6.10.1	1675	954	1746	967	false	true	Кладбище
NA	1666	915	1757	951	false	true	Внимание ! Сквозной проезд закрыт !
6.9.2	1824	834	1936	887	false	true	Инновационный центр “Сколково” Skolkovo Innovation Center
4.2.3	1466	1019	1479	1032	false	true	
3.1	1256	1029	1267	1040	false	true	
6.10.1	1828	966	1848	976	false	true	Заречье МКАД 0.3
6.6	1742	1020	1754	1032	false	true	
8.22.3	1468	1035	1478	1065	false	true	
5.16	1167	1010	1173	1020	false	true	
5.15.1	1824	992	1834	1000	false	true	
3.1	1511	999	1518	1008	false	true	
6.6	1045	1018	1051	1031	false	true	
