3.1	2170	900	2194	923	false	true	
6.10.1	1355	899	1483	962	false	true	NA
6.16	1599	917	1655	934	false	true	
8.2.6	1658	825	1701	846	false	true	50 м
3.4	1658	777	1700	819	false	true	8т
6.10.1	1775	919	1922	953	false	true	Храм новомучеников и исповедников российских
6.10.1	1777	882	1922	914	false	true	Заречье
8.2.2	1329	935	1340	958	false	true	70 м
3.27	1324	909	1343	932	false	true	
8.1.1	1245	989	1259	998	false	true	20 м
3.24	1138	933	1148	945	false	true	40
3.4	1115	934	1126	945	false	true	8т
8.22.3	1017	993	1026	1020	false	true	
4.2.3	1016	981	1026	991	false	true	
8.2.2	970	971	982	995	false	true	70 м
3.27	964	946	988	970	false	true	
3.10	965	922	988	945	false	true	
5.15.1	410	943	434	972	false	true	
1.31	1064	934	1079	946	false	true	
8.2.1	1066	947	1077	952	false	true	600 м
5.19.1	1655	907	1666	933	false	true	
