8	1381	971	1396	981	false	true	6:00 - 22:00
3.1	536	973	547	984	false	true	
8	707	723	840	801	false	true	6.00 - 22.00
8	733	646	790	726	false	true	12 т без пропуска
3.1	713	519	844	651	false	true	
4.2.3	0	1159	155	1561	false	true	
6.9.1	1099	928	1149	953	false	true	Кутузовский пр-т 3-е Кольцо Вяземская ул. Витебская ул. Рябиновская ул. 500 м
2.1	1417	946	1442	973	false	true	
6.9.1	1282	892	1354	933	false	true	Москва М9 Псков МКАД-Север М3 Калуга Внуково МКАД-Юг 200 м
3.1	1381	943	1395	959	false	true	
8	1381	960	1395	969	false	true	12 т
5.19.2	1478	959	1481	977	false	true	
3.1	570	985	575	991	false	true	
5.20	350	987	357	998	false	true	
