class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.15.1	683	861	707	897	false	false	
5.19.1	1197	548	1230	581	false	false	
8.24	1397	883	1421	896	false	false	
3.27	1396	857	1420	881	false	false	
5.5	1395	830	1419	854	false	false	
7.7	1316	903	1334	930	false	true	
8.5.2	1335	919	1354	929	false	false	
5.5	1334	897	1354	918	false	false	
7.3	1316	874	1333	901	false	false	
8.3.1	1292	929	1309	936	false	false	
5.19.1	1492	831	1522	863	false	false	
6.4	1292	911	1308	927	false	false	
5.19.2	135	117	303	276	false	false	
8.24	900	888	927	902	false	false	
3.27	899	858	928	887	false	false	
5.19.2	899	820	926	848	false	false	
5.5	1224	913	1233	922	false	true	
