class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1867	896	1893	920	false	true	
2.1	1862	854	1901	887	false	true	
5.19.1	1462	757	1475	808	false	true	
3.27	760	889	783	918	false	false	
8.24	757	921	782	934	false	false	
8.24	95	955	112	962	false	false	
3.27	94	937	111	954	false	false	
4.1.1	1359	626	1426	700	false	true	
2.1	1342	513	1429	613	false	true	
5.19.1	1101	838	1123	866	false	false	
4.1.4	533	60	624	158	false	false	
4.1.1	444	689	472	717	false	false	
2.1	337	871	364	898	false	false	
5.19.2	1102	798	1118	825	false	false	
2.4	2155	888	2174	911	false	true	
6.16	335	969	365	979	false	false	
