class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.1	1212	814	1228	836	false	true	
2.1	1207	779	1238	810	false	true	
5.19.1	1097	833	1109	848	false	false	
5.19.2	1098	810	1107	826	false	false	
4.1.4	989	679	1011	702	false	false	
4.1.1	750	754	763	770	false	false	
5.19.1	1251	832	1261	852	false	true	
3.28	2201	864	2225	882	false	true	
6.8.1	2136	872	2158	894	false	false	
4.1.1	1967	854	1985	872	false	false	
2.4	1735	852	1748	864	false	false	
5.19.2	500	831	506	848	false	true	
2.1	601	836	617	852	false	false	
2.1	193	860	206	873	false	false	
3.27	912	863	922	874	false	false	
6.16	603	898	621	904	false	false	
