class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1569	715	1615	766	false	false	
4.1.1	1568	655	1616	705	false	false	
2.1	1560	583	1627	651	false	false	
2.4	2299	662	2324	708	false	false	
4.1.2	2305	710	2323	750	false	false	
5.19.1	2308	762	2322	802	false	true	
6.16	1631	854	1712	878	false	false	
3.27	1359	848	1386	875	false	false	
4.1.4	1091	794	1102	806	false	false	
5.19.1	1221	858	1228	869	false	false	
8.24	1360	877	1387	890	false	false	
5.19.2	446	728	488	773	false	false	
2.1	1200	836	1212	852	false	true	
5.19.2	1553	731	1559	773	false	true	
4.1.4	1203	855	1212	865	false	false	
5.19.2	789	864	798	873	false	false	
3.28	1734	863	1744	874	false	false	
