class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	715	851	725	861	false	false	
4.1.4	1142	845	1152	856	false	false	
5.19.1	1555	677	1608	733	false	false	
8.24	1309	863	1338	877	false	false	
5.19.2	287	686	336	737	false	false	
2.1	1140	825	1152	841	false	true	
4.1.1	1555	608	1609	664	false	false	
2.1	1549	526	1623	603	false	false	
2.4	2342	630	2367	679	false	false	
4.1.2	2348	682	2367	729	false	false	
5.19.1	2350	740	2367	783	false	false	
6.16	1631	831	1722	859	false	false	
3.27	1308	832	1336	861	false	false	
4.1.4	1027	780	1038	791	false	false	
5.19.1	1161	848	1168	858	false	false	
5.19.2	1531	699	1557	745	false	true	
6.8.1	1644	864	1654	874	false	false	
