class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.9	1269	933	1293	957	false	false	
3.27	1269	905	1294	930	false	false	
5.5	1270	874	1294	898	false	false	
4.1.1	1430	722	1523	816	false	false	
2.1	1410	572	1543	704	false	false	
6.10.1	1263	818	1333	851	false	true	КАСТАНАЕВСКАЯ улица МИНСКАЯ улица 2.5
6.9.1	818	154	1390	436	false	false	NA
4.1.2	1230	935	1245	951	false	false	
1.22	1222	975	1234	986	false	false	
5.19.1	207	963	216	987	false	false	
8.4.1	1232	953	1245	960	false	false	
2.1	1222	955	1234	969	false	false	
