class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.9	1244	944	1260	960	false	false	
3.27	1243	923	1261	941	false	false	
5.5	1243	900	1260	918	false	false	
4.1.1	1284	879	1320	917	false	false	
5.19.2	1748	847	1762	895	false	false	
3.32	1943	891	1965	918	false	false	
2.1	1275	818	1329	873	false	false	
2.4	1942	861	1966	888	false	false	
5.7.1	1939	843	1970	856	false	false	
6.10.1	1238	859	1282	885	false	true	КАСТАНАЕВСКАЯ улица МИНСКАЯ улица 2.5
6.9.1	1001	568	1285	709	false	false	NA
4.1.2	1218	940	1230	952	false	false	
5.19.1	1605	758	1610	828	false	false	
5.19.1	162	951	168	974	false	false	
