class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	1209	764	1237	791	false	true	
5.19.1	1250	810	1256	828	false	true	
5.19.1	1109	810	1119	824	false	false	
5.19.2	1109	789	1117	803	false	false	
4.1.4	1012	680	1032	700	false	false	
4.1.1	785	742	798	756	false	false	
4.1.1	1213	795	1228	816	false	true	
6.8.1	2053	832	2073	853	false	false	
4.1.1	1908	818	1925	835	false	false	
2.4	1710	816	1722	828	false	true	
3.28	2114	823	2134	842	false	true	
2.1	242	847	251	858	false	false	
3.27	423	854	433	865	false	false	
3.27	933	837	946	850	false	false	
8.24	935	853	946	859	false	false	
