class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1361	969	1378	977	false	false	
7.3	1315	956	1329	977	false	true	
5.5	1362	935	1376	950	false	false	
3.27	1361	953	1378	967	false	false	
8.3.1	1300	995	1312	1001	false	false	
8.5.2	1327	991	1340	997	false	false	
5.14	1326	976	1340	990	false	false	
6.4	1300	982	1312	994	false	false	
5.19.1	1577	457	1626	505	false	false	
7.7	1316	978	1326	998	false	true	
5.5	1252	978	1262	989	false	false	
5.19.1	1409	943	1428	960	false	false	
5.19.1	1927	893	1935	931	false	false	
5.19.1	1229	766	1249	786	false	false	
2.5	1007	1000	1013	1010	false	false	
2.1	1991	747	2053	807	false	false	
5.19.2	1330	620	1370	662	false	false	
5.19.1	1998	817	2044	862	false	false	
1.34.2	47	951	90	982	false	false	
1.34.2	500	944	546	982	false	false	
8.1.1	557	876	619	906	false	false	25 м
5.15.1	260	972	280	991	false	false	
5.19.2	965	816	1002	853	false	false	
1.22	552	801	624	868	false	false	
5.19.2	1036	928	1055	945	false	false	
3.27	1037	953	1053	969	false	false	
8.24	1036	971	1054	980	false	false	
5.19.1	1887	619	1893	652	false	false	
3.1	297	730	305	755	false	false	
3.1	341	744	349	768	false	false	
3.1	389	759	395	780	false	false	
