class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	2267	627	2358	710	false	false	
5.19.1	2119	838	2134	886	false	false	
4.2.2	1628	983	1639	995	false	false	
5.19.1	1222	717	1244	740	false	false	
5.19.1	1426	915	1448	937	false	false	
5.5	1368	908	1384	927	false	false	
3.27	1368	927	1386	945	false	false	
8.24	1369	947	1387	956	false	false	
7.3	1316	934	1330	956	false	false	
5.19.2	1357	489	1410	542	false	false	
5.19.2	886	745	936	794	false	false	
5.19.2	1007	903	1026	922	false	false	
3.27	1007	928	1027	949	false	false	
8.24	1007	951	1028	961	false	false	
2.5	981	982	987	995	false	true	
1.22	143	670	272	780	false	false	
8.1.1	154	789	263	841	false	false	25 м
1.34.2	100	903	173	964	false	false	
5.19.1	1703	237	1771	305	false	false	
5.19.1	2275	724	2341	787	false	false	
5.19.1	2036	503	2048	548	false	false	
3.1	234	705	244	724	false	true	
3.1	170	686	180	712	false	true	
3.1	106	667	117	698	false	false	
