class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1033	967	1052	976	false	false	
3.27	1034	948	1051	964	false	false	
2.5	1003	995	1011	1006	false	false	
8.5.2	1327	988	1340	994	false	false	
5.14	1326	971	1340	987	false	false	
7.7	1315	974	1326	994	false	true	
7.3	1315	952	1328	973	false	true	
8.3.1	1300	992	1312	998	false	false	
6.4	1300	978	1311	991	false	false	
5.5	1251	975	1260	984	false	false	
8.24	1361	966	1376	974	false	false	
5.5	1361	931	1376	945	false	false	
3.27	1361	948	1378	963	false	false	
5.19.1	1410	938	1428	957	false	false	
5.19.1	1228	760	1248	780	false	false	
5.19.1	1584	443	1634	493	false	false	
2.1	2006	738	2069	799	false	false	
5.19.1	2013	809	2059	856	false	false	
5.19.1	1937	888	1946	926	false	false	
5.19.2	1331	610	1373	652	false	false	
1.34.2	21	946	63	978	false	false	
1.34.2	480	939	528	977	false	false	
8.1.1	538	868	602	900	false	false	25 м
5.15.1	257	968	271	989	false	true	
5.19.2	959	809	998	846	false	false	
1.22	532	791	607	861	false	false	
5.19.2	1033	923	1053	941	false	false	
5.19.1	1895	609	1901	644	false	false	
3.1	285	723	293	748	false	false	
3.1	331	737	338	761	false	false	
3.1	378	751	384	775	false	false	
