class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1109	970	1128	978	false	false	Кунцево 9
3.18.1	1297	917	1335	954	false	false	
6.10.1	1288	928	1301	950	false	true	Кунцево II-II
4.1.4	1292	951	1311	968	false	true	
2.4	1367	932	1381	948	false	false	
2.1	1291	916	1305	926	false	true	
3.27	1528	927	1543	943	false	false	
4.1.2	1604	939	1627	965	false	false	
4.1.4	2095	658	2235	861	false	false	
8.2.4	1533	945	1539	960	false	false	
2.1	2017	352	2304	630	false	false	
2.4	1599	903	1630	934	false	true	
