class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.11.2	1023	992	1033	1002	false	false	
3.24	1024	1003	1033	1012	false	false	40
2.4	1150	999	1160	1010	false	false	
2.1	1126	997	1145	1016	false	true	
5.19.2	848	1004	862	1019	false	true	
3.27	1054	1014	1060	1021	false	true	
3.20	1052	1000	1064	1012	false	false	
5.20	1204	958	1223	977	false	false	
2.4	1616	831	1693	919	false	false	
8.6.1	1559	967	1628	1001	false	false	
6.4	1560	894	1627	962	false	false	
3.24	1203	979	1222	1001	false	false	20
3.27	1129	1017	1143	1031	false	true	
