class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.4	640	948	653	962	false	false	
2.4	677	936	686	941	false	true	
8.2.4	796	948	801	958	false	false	
4.1.2	838	949	850	964	false	false	
2.4	837	930	849	945	false	false	
2.1	639	929	657	946	false	false	
4.1.4	883	927	906	955	false	false	
2.1	872	881	914	922	false	false	
8.2.2	1360	883	1390	946	false	false	150 м
3.27	1344	810	1409	876	false	false	
6.10.1	668	942	680	952	false	true	Кунцево II-II
3.18.1	681	937	700	957	false	false	
3.27	794	937	804	947	false	false	
