class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1263	960	1274	981	false	true	
5.32	1244	969	1253	985	false	true	40
5.20	1328	902	1354	931	false	true	
5.19.1	1308	937	1333	963	false	true	
3.24	1326	933	1356	963	false	true	20
8.2.1	1327	964	1354	977	false	false	20 м
5.19.2	943	951	965	974	false	false	
3.24	897	954	928	984	false	false	20
3.27	1545	762	1623	838	false	false	
8.2.1	898	986	927	999	false	false	20 м
3.27	583	882	642	939	false	false	
5.19.2	4	937	28	952	false	true	
5.6	1229	972	1240	982	false	true	
5.20	898	923	926	950	false	false	
5.19.1	340	934	366	959	false	true	
