class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1480	915	1500	928	false	true	
6.6	1321	924	1337	940	false	false	
6.9.1	1231	894	1310	937	false	true	NA
6.10.1	1184	951	1222	970	false	false	NA
3.24	1076	976	1091	986	true	true	80
4.2.3	1056	976	1072	986	false	true	
1.25	1035	976	1047	984	true	true	
1.20.2	1162	982	1174	997	true	false	
6.6	353	977	368	993	false	false	
4.2.3	1140	958	1163	982	false	false	
6.10.1	1560	761	1652	809	false	false	NA
4.2.1	1050	953	1075	977	false	true	
2.1	1270	957	1284	971	false	true	
4.1.4	1272	974	1282	985	false	false	
5.19.1	249	983	265	991	false	true	
