class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1407	808	1443	824	false	false	
3.27	1407	768	1442	806	false	false	
5.19.1	1408	727	1441	760	false	false	
4.1.5	1643	672	1711	736	false	true	
2.1	1631	555	1728	653	false	false	
6.16	1764	856	1871	891	false	false	
5.19.2	616	791	647	821	false	false	
5.19.1	495	750	530	786	false	false	
6.4	388	869	410	890	false	false	
6.4	460	864	480	886	false	true	
3.24	252	885	266	914	false	false	40
3.27	491	874	519	902	false	true	
8.6.5	388	891	409	901	false	false	
8.6.5	464	885	483	896	false	false	
8.17	464	897	484	908	false	false	
