class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.5	1845	830	1866	849	false	true	
2.1	1842	790	1867	822	false	true	
8.24	1391	889	1410	896	false	false	
5.19.2	1434	825	1448	839	false	false	
5.19.1	1393	813	1407	829	false	false	
6.4	1294	842	1307	853	false	false	
6.4	1250	843	1261	857	false	false	
5.19.2	1083	836	1096	851	false	true	
3.27	1389	870	1407	886	false	false	
3.27	1829	819	1846	837	false	false	
5.19.1	1829	799	1846	815	false	true	
8.24	1829	838	1845	847	false	true	
6.16	1861	895	1896	906	false	true	
