class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.6.1	1246	969	1263	977	false	false	
8.6.1	2118	640	2240	703	false	false	
6.4	2122	507	2243	633	false	false	
1.23	1485	766	1543	818	false	false	
8.2.1	1493	827	1538	849	false	false	250 м
6.4	1366	852	1401	887	false	false	
8.6.1	1366	889	1400	906	false	false	
6.4	1245	949	1260	966	false	true	
8.24	1337	952	1351	958	false	false	
3.27	1336	936	1350	950	false	false	
8.24	1288	899	1316	913	false	false	
3.27	1287	868	1316	897	false	false	
5.5	381	868	390	909	false	false	
5.19.1	384	916	391	953	false	false	
