class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1390	933	1414	951	false	true	NA
8.23	1377	939	1395	948	false	false	
3.24	1373	913	1393	932	false	false	80
6.9.1	1312	871	1377	905	false	true	NA
8.5.2	1373	881	1391	890	false	false	
5.14	1371	857	1390	876	false	false	
3.27	1492	824	1525	857	false	false	
1.20.2	1209	964	1225	985	true	true	
4.2.3	1175	934	1205	964	false	true	
6.9.2	1208	169	1724	434	false	false	NA
1.34.3	1608	909	1646	1027	false	false	
4.2.3	1600	860	1645	905	false	false	
5.19.1	1880	799	1901	861	false	false	
5.19.2	2087	864	2104	903	false	false	
8.2.4	1504	886	1518	916	false	false	
8.24	1494	867	1525	883	false	false	
