class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1826	936	1857	967	true	false	60
1.25	1857	927	1897	963	true	false	
1.20.2	1895	928	1936	964	true	false	
4.2.3	1857	881	1911	934	false	true	
1.34.2	1839	964	1920	988	false	true	
3.24	2136	944	2157	965	true	false	80
4.2.1	2104	915	2138	947	false	true	
1.34.3	2082	970	2128	986	false	true	
5.16	590	906	609	938	false	false	
8.24	1911	855	2003	899	false	false	
3.27	1912	761	2003	854	false	false	
3.24	1909	663	1997	754	false	false	80
1.25	2074	941	2105	968	true	false	
4.2.3	2107	945	2132	969	false	false	
6.6	2365	620	2448	698	false	false	
