class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.6	1308	951	1318	961	false	false	
1.20.2	1219	968	1233	983	true	false	
4.2.3	1114	968	1133	987	false	false	
6.9.1	1259	634	1476	748	false	true	NA
4.2.3	1195	942	1216	964	false	false	
6.9.1	1270	919	1326	948	false	true	NA
3.24	1135	969	1149	983	true	false	80
6.10.1	1236	958	1264	973	false	true	NA
1.25	1091	968	1113	987	true	false	
5.16	1380	949	1390	966	false	true	
1.25	1199	967	1210	973	true	true	
4.2.1	1110	946	1134	970	false	true	
6.10.1	1388	893	1426	912	false	false	NA
3.24	1180	971	1192	974	false	true	60
