class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	467	834	502	866	false	false	20
5.20	239	840	258	859	false	false	
8.6.5	2351	805	2412	838	false	false	
6.4	2136	767	2192	820	false	false	
8.17	2351	835	2413	867	false	false	
3.25	238	861	256	877	false	false	20
8.6.5	2134	824	2189	848	false	false	
3.24	1797	575	1882	742	false	false	40
6.4	2348	747	2409	804	false	false	
3.27	463	868	499	903	false	false	
5.20	469	798	503	833	false	false	
5.19.2	388	844	417	872	false	false	
8.2.4	469	904	486	936	false	false	
