class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.1	2084	319	2245	478	false	false	
6.16	2073	856	2246	910	false	false	
5.19.1	2229	741	2273	849	false	false	
5.19.2	2361	732	2381	787	false	false	
8.24	1499	893	1539	914	false	false	
3.27	1498	848	1539	890	false	false	
5.19.1	1557	921	1573	938	false	false	
4.1.1	1241	791	1260	810	false	false	
4.1.1	1557	893	1574	911	false	false	
2.1	1552	865	1577	889	false	false	
5.19.2	710	907	726	924	false	false	
2.5	1754	933	1761	949	false	false	
8.24	1646	943	1657	949	false	false	
5.19.1	1591	939	1593	956	false	false	
3.1	2231	879	2267	944	false	true	
