class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	146	659	223	732	false	false	
5.19.2	435	907	455	926	false	false	
5.20	522	877	547	903	false	false	
3.24	1206	868	1240	919	false	false	40
8.24	1401	874	1505	925	false	false	
8.6.5	1673	897	1702	912	false	false	
8.6.5	1568	905	1598	918	false	false	
5.19.2	1816	606	1896	686	false	false	
5.19.1	1416	414	1517	520	false	false	
3.27	1399	762	1505	868	false	false	
8.17	1673	912	1702	930	false	false	
6.4	1672	864	1700	894	false	false	
6.4	1571	873	1599	902	false	false	
8.2.4	524	951	535	974	false	false	
3.24	521	902	544	925	false	false	20
3.27	519	926	543	950	false	false	
