class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.25	301	895	343	938	false	false	80
6.10.1	749	808	849	839	false	false	NA
6.10.1	880	806	975	835	false	false	NA
6.10.1	1016	805	1110	835	false	false	NA
3.27	1175	942	1197	964	false	false	
2.1	1298	788	1349	840	false	false	
5.19.2	1546	920	1563	961	false	false	
5.19.1	1874	803	1919	889	false	false	
3.13	1176	919	1197	939	false	false	4,5 м
5.5	1176	894	1196	915	false	false	
5.16	1093	913	1104	929	false	false	
3.25	1304	857	1343	895	false	false	80
2.4	1531	899	1538	927	false	false	
5.19.1	1534	935	1541	966	false	false	
5.7.1	1525	882	1539	898	false	false	
4.2.1	1407	761	1420	781	false	true	
