class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1374	981	1383	992	false	true	
6.6	1354	952	1366	966	false	true	
1.25	1057	986	1074	1005	true	true	
4.2.1	1078	959	1106	982	false	true	
4.2.3	1084	985	1101	992	false	true	
3.24	1108	985	1122	992	true	true	80
4.2.3	1160	968	1185	992	false	false	
6.10.1	1224	945	1265	966	false	false	NA
6.6	0	961	11	986	false	true	
6.10.1	2143	471	2359	576	false	false	NA
6.9.1	1282	878	1372	927	false	true	NA
4.1.4	1341	970	1356	985	false	false	
2.1	1338	946	1357	968	false	false	
5.16	1740	869	1771	918	false	false	
6.6	1436	892	1462	917	false	false	
3.24	1373	968	1382	980	false	true	80
8.24	1375	993	1384	999	false	true	
