class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1299	960	1326	974	false	true	NA
6.9.1	1327	928	1374	954	false	true	NA
1.34.2	1246	982	1269	997	false	true	
1.20.2	1260	964	1279	982	true	false	
1.25	1239	964	1257	980	true	true	
4.2.3	1235	935	1261	962	false	false	
3.24	1220	969	1231	974	false	true	60
3.24	1182	969	1192	982	true	true	80
4.2.3	1162	968	1179	985	false	true	
1.25	1138	969	1158	986	true	false	
4.2.1	1157	946	1181	970	false	true	
6.9.1	1288	775	1419	844	false	true	NA
6.10.1	1401	917	1428	932	false	false	NA
8.2.4	1520	947	1536	976	false	false	
8.24	1512	929	1544	945	false	false	
3.27	1512	891	1545	928	false	false	
