class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1411	967	1431	990	true	false	80
4.2.3	1381	968	1406	994	false	false	
1.25	1341	965	1377	996	true	false	
4.2.1	1380	927	1414	968	false	true	
1.34.3	1352	997	1430	1021	false	true	
5.19.1	1291	844	1321	893	false	true	
4.1.2	1423	807	1513	899	false	false	
2.4	1417	699	1521	802	false	false	
2.2	1411	564	1535	695	false	false	
8.24	1484	953	1521	972	false	false	
3.27	1489	920	1522	952	false	false	
3.24	1492	882	1520	915	false	true	80
6.6	1660	868	1689	898	false	false	
4.2.3	647	887	690	953	false	true	
1.25	634	948	671	988	true	false	
3.24	605	957	636	997	true	false	60
1.20.2	670	951	708	992	true	false	
1.34.2	626	995	692	1026	false	false	
