class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.4	1640	636	1712	711	false	false	
2.1	1622	522	1729	626	false	false	
5.19.2	1428	842	1453	879	false	false	
8.24	1162	863	1198	881	false	false	
5.19.1	1712	838	1733	899	false	true	
2.1	771	887	795	912	false	false	
6.16	1626	921	1740	956	false	false	
3.27	1161	822	1198	859	false	false	
8.24	658	957	671	965	false	false	
4.1.1	674	938	683	949	false	false	
3.27	657	941	671	956	false	false	
2.1	672	922	685	936	false	false	
5.19.1	674	952	683	962	false	false	
5.19.2	186	943	197	954	false	false	
