class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.1.5	1469	808	1501	837	false	true	
2.1	1464	752	1510	800	false	false	
8.24	1398	840	1421	851	false	false	
3.27	1397	816	1421	838	false	false	
5.19.1	1398	787	1420	810	false	false	
6.16	1505	900	1559	918	false	true	
5.19.2	879	822	900	842	false	false	
5.19.1	821	803	841	824	false	false	
8.24	820	906	843	916	false	false	
3.27	818	880	843	905	false	false	
6.4	658	860	673	875	false	false	
5.19.2	392	832	408	854	false	true	
6.4	713	856	729	872	false	true	
8.6.5	657	876	673	883	false	false	
8.6.5	714	873	729	881	false	false	
8.17	715	882	730	889	false	false	
