class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1545	953	1579	971	false	true	NA
4.2.1	1336	986	1356	1004	false	true	
4.2.3	1340	1006	1353	1018	false	false	
1.34.3	1328	1019	1366	1029	false	true	
3.24	1356	1006	1367	1016	true	false	80
1.25	1321	1003	1337	1017	true	false	
1.25	1260	1000	1279	1018	true	false	
1.20.2	1284	1001	1302	1018	true	false	
3.27	1439	958	1461	980	false	false	
8.24	1438	983	1460	993	false	false	
8.2.4	1445	996	1455	1018	false	false	
6.9.2	1403	883	1488	926	false	true	NA
4.2.3	1257	973	1288	1001	false	true	
3.24	1244	1005	1258	1019	true	false	60
