class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.3	1627	996	1646	1014	false	false	
1.25	1605	995	1626	1013	true	false	
1.34.3	1611	1015	1656	1028	false	true	
1.20.2	1545	989	1572	1011	true	false	
1.25	1517	986	1541	1009	true	false	
3.24	1495	992	1514	1011	true	false	60
5.16	2255	833	2306	906	false	false	
4.2.1	1624	975	1648	997	false	true	
4.2.3	1515	952	1553	990	false	false	
3.24	1647	998	1661	1011	true	false	80
6.9.2	1807	902	1878	938	false	true	NA
3.27	1784	974	1799	989	false	false	
6.6	95	955	119	982	false	false	
8.24	1784	992	1800	999	false	false	
8.2.4	1789	1001	1795	1014	false	true	
